2885.74219,0.000065
2885.74219,0.00013
2885.74219,0.000195
2885.74219,0.00026
2885.74219,0.000325
2885.74219,0.00039
2885.74219,0.000455
2885.74219,0.00052
2885.74219,0.000585
2885.74219,0.00065
2885.74219,0.000715
2885.74219,0.00078
2885.74219,0.000845
2883.30078,0.00091
2885.74219,0.000975
2885.74219,0.00104
2885.74219,0.001105
2885.74219,0.00117
2885.74219,0.001235
2885.74219,0.0013
2883.30078,0.001365
2885.74219,0.00143
2885.74219,0.001495
2885.74219,0.00156
2885.74219,0.001625
2885.74219,0.00169
2888.18359,0.001755
2885.74219,0.00182
2885.74219,0.001885
2885.74219,0.00195
2885.74219,0.002015
2883.30078,0.00208
2885.74219,0.002145
2885.74219,0.00221
2885.74219,0.002275
2885.74219,0.00234
2885.74219,0.002405
2885.74219,0.00247
2885.74219,0.002535
2885.74219,0.0026
2885.74219,0.002665
2885.74219,0.00273
2885.74219,0.002795
2885.74219,0.00286
2883.30078,0.002925
2885.74219,0.00299
2885.74219,0.003055
2885.74219,0.00312
2885.74219,0.003185
2885.74219,0.00325
2885.74219,0.003315
2885.74219,0.00338
2885.74219,0.003445
2885.74219,0.00351
2885.74219,0.003575
2885.74219,0.00364
2883.30078,0.003705
2885.74219,0.00377
2885.74219,0.003835
2885.74219,0.0039
2885.74219,0.003965
2883.30078,0.00403
2885.74219,0.004095
2883.30078,0.00416
2883.30078,0.004225
2883.30078,0.00429
2885.74219,0.004355
2885.74219,0.00442
2885.74219,0.004485
2885.74219,0.00455
2885.74219,0.004615
2885.74219,0.00468
2885.74219,0.004745
2885.74219,0.00481
2885.74219,0.004875
2883.30078,0.00494
2885.74219,0.005005
2885.74219,0.00507
2883.30078,0.005135
2885.74219,0.0052
2885.74219,0.005265
2885.74219,0.00533
2885.74219,0.005395
2885.74219,0.00546
2885.74219,0.005525
2885.74219,0.00559
2885.74219,0.005655
2883.30078,0.00572
2885.74219,0.005785
2885.74219,0.00585
2885.74219,0.005915
2885.74219,0.00598
2885.74219,0.006045
2885.74219,0.00611
2885.74219,0.006175
2885.74219,0.00624
2885.74219,0.006305
2883.30078,0.00637
2885.74219,0.006435
2883.30078,0.0065
2885.74219,0.006565
2885.74219,0.00663
2885.74219,0.006695
2885.74219,0.00676
2885.74219,0.006825
2885.74219,0.00689
2885.74219,0.006955
2885.74219,0.00702
2883.30078,0.007085
2885.74219,0.00715
2885.74219,0.007215
2885.74219,0.00728
2885.74219,0.007345
2885.74219,0.00741
2885.74219,0.007475
2885.74219,0.00754
2885.74219,0.007605
2885.74219,0.00767
2885.74219,0.007735
2885.74219,0.0078
2885.74219,0.007865
2885.74219,0.00793
2885.74219,0.007995
2885.74219,0.00806
2885.74219,0.008125
2885.74219,0.00819
2885.74219,0.008255
2885.74219,0.00832
