0,-52.4902,-54.9316,-50.0488,-52.4902,-51.8799,-56.7627,-53.7109,-57.373,-46.3867,-50.0488,-62.8662,-57.373,-56.1523,-106.201,-67.1387,-60.4248,-57.373,-75.0732,-57.373,-56.7627
5.00E-05,-44.5557,-51.2695,-62.8662,-56.7627,-51.2695,-60.4248,-59.8145,-57.9834,-43.9453,-49.4385,-69.5801,-49.4385,-66.5283,-111.694,-55.542,-64.6973,-57.9834,-64.6973,-57.373,-53.7109
1.00E-04,-45.166,-54.9316,-51.8799,-57.9834,-57.9834,-57.9834,-62.8662,-50.0488,-47.6074,-52.4902,-59.2041,-58.5938,-57.373,-114.136,-63.4766,-52.4902,-55.542,-72.6318,-56.1523,-59.8145
1.50E-04,-48.8281,-51.8799,-55.542,-50.6592,-56.7627,-55.542,-59.8145,-56.1523,-47.6074,-56.7627,-58.5938,-54.9316,-64.0869,-119.019,-49.4385,-55.542,-58.5938,-70.1904,-51.2695,-61.6455
2.00E-04,-49.4385,-63.4766,-51.8799,-50.6592,-64.6973,-63.4766,-62.2559,-59.8145,-52.4902,-54.3213,-65.3076,-53.7109,-56.1523,-115.967,-53.7109,-54.9316,-58.5938,-69.5801,-54.9316,-62.2559
2.50E-04,-46.9971,-54.3213,-57.373,-42.1143,-61.0352,-62.2559,-62.2559,-54.9316,-55.542,-46.9971,-56.1523,-46.3867,-53.7109,-119.629,-54.9316,-64.0869,-55.542,-68.9697,-50.6592,-53.1006
3.00E-04,-49.4385,-49.4385,-50.6592,-54.3213,-48.2178,-55.542,-63.4766,-51.2695,-50.6592,-59.2041,-67.749,-58.5938,-61.0352,-114.136,-55.542,-56.1523,-61.6455,-71.4111,-58.5938,-54.3213
3.50E-04,-62.2559,-53.1006,-54.3213,-52.4902,-55.542,-58.5938,-53.7109,-56.1523,-43.9453,-49.4385,-62.8662,-50.0488,-56.7627,-118.408,-57.9834,-50.0488,-51.8799,-70.1904,-52.4902,-54.3213
4.00E-04,-41.5039,-55.542,-53.7109,-54.9316,-59.8145,-63.4766,-62.2559,-54.9316,-46.9971,-51.2695,-59.8145,-56.7627,-56.1523,-119.629,-62.8662,-62.2559,-54.9316,-65.918,-53.1006,-56.7627
4.50E-04,-50.6592,-59.8145,-51.2695,-51.2695,-61.6455,-65.918,-49.4385,-51.8799,-52.4902,-48.2178,-63.4766,-46.9971,-55.542,-113.525,-61.6455,-49.4385,-56.7627,-67.749,-51.8799,-51.2695
5.00E-04,-56.7627,-53.7109,-58.5938,-56.1523,-64.0869,-65.918,-53.7109,-51.8799,-50.0488,-54.3213,-60.4248,-49.4385,-64.6973,-111.084,-56.7627,-53.1006,-53.7109,-71.4111,-47.6074,-57.9834
5.50E-04,-44.5557,-59.2041,-53.7109,-55.542,-57.9834,-69.5801,-60.4248,-57.373,-51.2695,-56.7627,-57.9834,-52.4902,-52.4902,-111.084,-57.373,-57.9834,-61.0352,-60.4248,-51.8799,-46.9971
6.00E-04,-53.7109,-56.7627,-61.6455,-48.8281,-48.2178,-61.0352,-61.0352,-52.4902,-50.6592,-58.5938,-53.1006,-46.9971,-62.8662,-108.643,-59.8145,-62.8662,-54.9316,-66.5283,-51.2695,-57.373
6.50E-04,-46.3867,-57.9834,-50.0488,-58.5938,-56.1523,-70.8008,-61.6455,-57.373,-51.8799,-48.2178,-50.0488,-47.6074,-57.373,-110.474,-52.4902,-54.3213,-53.1006,-62.8662,-57.373,-56.1523
7.00E-04,-50.6592,-51.8799,-53.7109,-53.7109,-53.7109,-65.3076,-61.6455,-52.4902,-45.166,-46.3867,-52.4902,-45.166,-61.6455,-109.253,-61.0352,-60.4248,-54.9316,-64.6973,-55.542,-51.2695
7.50E-04,-53.7109,-59.2041,-49.4385,-51.8799,-61.0352,-68.9697,-61.6455,-56.7627,-45.166,-53.7109,-52.4902,-46.9971,-54.3213,-117.188,-54.9316,-49.4385,-56.1523,-64.0869,-57.373,-61.6455
8.00E-04,-57.9834,-61.0352,-58.5938,-53.7109,-65.918,-62.8662,-54.3213,-48.2178,-51.2695,-46.3867,-64.0869,-48.8281,-58.5938,-108.032,-61.0352,-54.9316,-53.7109,-61.6455,-56.1523,-54.3213
8.50E-04,-58.5938,-61.0352,-57.373,-45.7764,-64.0869,-67.1387,-57.9834,-56.7627,-42.1143,-55.542,-51.8799,-48.8281,-57.9834,-120.239,-64.6973,-47.6074,-54.3213,-59.8145,-54.3213,-50.0488
9.00E-04,-53.7109,-51.8799,-57.373,-47.6074,-57.9834,-64.0869,-57.373,-52.4902,-51.2695,-45.166,-62.2559,-46.9971,-62.8662,-116.577,-54.9316,-59.8145,-55.542,-62.2559,-54.9316,-62.8662
9.50E-04,-50.0488,-65.918,-56.7627,-53.7109,-64.0869,-55.542,-56.7627,-51.8799,-47.6074,-48.8281,-51.8799,-57.373,-57.373,-109.253,-54.9316,-60.4248,-58.5938,-63.4766,-53.1006,-52.4902
0.001,-46.9971,-55.542,-53.7109,-51.2695,-63.4766,-64.6973,-52.4902,-57.373,-53.7109,-54.9316,-54.9316,-48.2178,-54.9316,-111.084,-64.6973,-55.542,-51.2695,-65.3076,-56.1523,-58.5938
0.00105,-56.1523,-57.373,-45.7764,-47.6074,-71.4111,-62.8662,-56.1523,-58.5938,-52.4902,-48.2178,-58.5938,-42.1143,-62.8662,-115.356,-64.6973,-55.542,-53.7109,-61.6455,-50.6592,-51.2695
0.0011,-48.2178,-67.1387,-48.8281,-57.373,-56.7627,-61.0352,-62.2559,-50.0488,-49.4385,-58.5938,-51.2695,-50.6592,-58.5938,-114.136,-54.3213,-62.2559,-59.2041,-54.9316,-54.3213,-54.3213
0.00115,-56.1523,-57.373,-50.0488,-55.542,-51.8799,-65.918,-58.5938,-56.7627,-49.4385,-50.6592,-56.1523,-56.7627,-46.3867,-117.798,-61.6455,-56.1523,-55.542,-69.5801,-57.9834,-57.9834
0.0012,-53.7109,-57.9834,-42.7246,-57.373,-60.4248,-64.6973,-67.1387,-56.7627,-49.4385,-46.9971,-56.7627,-51.8799,-61.0352,-121.46,-61.6455,-57.373,-54.9316,-64.6973,-56.7627,-44.5557
