0,-762.329,-688.477,-662.842,-585.327,-537.109,-643.921,-997.314,-867.92,-945.435,-949.707,-918.579,-906.372,-881.958
5.00E-05,-756.226,-695.801,-656.128,-590.21,-535.278,-639.038,-990.601,-864.258,-940.552,-946.655,-923.462,-908.203,-880.127
1.00E-04,-756.226,-689.087,-653.687,-587.158,-537.109,-650.024,-991.211,-873.413,-939.941,-946.655,-922.241,-903.931,-880.127
1.50E-04,-765.991,-695.19,-648.804,-588.379,-538.94,-643.311,-1000.98,-874.634,-940.552,-942.383,-919.189,-905.151,-878.296
2.00E-04,-764.16,-697.021,-661.011,-590.21,-529.785,-640.869,-995.483,-866.089,-941.162,-952.148,-920.41,-905.762,-881.348
2.50E-04,-765.991,-697.632,-648.193,-582.886,-534.668,-647.583,-996.094,-868.53,-938.721,-949.097,-918.579,-904.541,-878.296
3.00E-04,-767.212,-700.684,-653.687,-579.224,-531.616,-651.245,-994.263,-861.206,-947.876,-946.655,-919.8,-902.71,-875.244
3.50E-04,-769.653,-691.528,-648.193,-592.041,-532.837,-638.428,-996.094,-863.037,-942.993,-950.928,-927.124,-897.827,-879.517
4.00E-04,-769.653,-700.684,-650.635,-588.989,-535.278,-647.583,-995.483,-863.037,-945.435,-950.928,-923.462,-902.71,-885.01
4.50E-04,-760.498,-695.801,-642.7,-590.82,-531.616,-642.09,-996.094,-865.479,-944.214,-949.097,-920.41,-908.203,-877.686
5.00E-04,-774.536,-693.97,-647.583,-586.548,-531.616,-647.583,-991.211,-861.206,-942.383,-943.604,-924.072,-910.034,-880.127
5.50E-04,-761.719,-696.411,-645.142,-584.717,-534.058,-635.986,-999.146,-863.037,-950.317,-950.317,-922.852,-908.203,-879.517
6.00E-04,-765.991,-698.853,-650.024,-585.938,-528.564,-654.297,-996.704,-858.154,-936.89,-945.435,-925.293,-903.32,-883.179
6.50E-04,-763.55,-695.19,-650.635,-588.989,-527.954,-651.855,-991.211,-863.037,-936.279,-952.148,-922.852,-903.931,-877.075
7.00E-04,-752.563,-695.801,-653.076,-587.769,-533.447,-648.193,-992.432,-862.427,-936.89,-948.486,-929.565,-908.203,-879.517
7.50E-04,-768.433,-693.97,-643.311,-591.431,-529.175,-648.193,-1004.64,-861.206,-938.721,-955.811,-924.683,-909.424,-875.244
8.00E-04,-765.991,-686.646,-651.855,-581.055,-529.175,-647.583,-997.925,-855.103,-938.11,-956.421,-925.293,-906.372,-878.906
8.50E-04,-761.719,-695.801,-652.466,-583.496,-530.396,-652.466,-999.756,-861.206,-942.383,-950.928,-924.683,-900.269,-886.23
9.00E-04,-763.55,-692.139,-645.752,-595.703,-533.447,-643.921,-1002.2,-856.934,-947.266,-949.097,-929.565,-903.32,-877.075
9.50E-04,-763.55,-692.139,-651.855,-590.21,-530.396,-650.635,-1008.91,-856.323,-947.876,-950.928,-930.786,-904.541,-879.517
0.001,-763.55,-689.087,-647.583,-583.496,-534.058,-653.076,-1002.81,-861.206,-952.759,-955.811,-927.734,-906.372,-880.127
0.00105,-756.226,-695.19,-651.855,-586.548,-527.344,-655.518,-996.094,-853.882,-947.876,-949.707,-929.565,-902.71,-875.854
0.0011,-762.329,-697.632,-659.79,-584.106,-532.837,-645.142,-1000.98,-861.816,-946.045,-950.317,-930.786,-910.034,-875.854
0.00115,-762.939,-701.904,-651.855,-588.379,-529.175,-642.09,-992.432,-856.323,-944.824,-941.772,-936.89,-902.1,-880.127
0.0012,-762.329,-692.749,-648.193,-589.6,-532.837,-646.362,-996.704,-853.271,-946.655,-951.538,-927.124,-903.931,-881.348
0.00125,-758.057,-698.242,-657.349,-585.938,-526.123,-650.024,-994.263,-860.596,-949.097,-945.435,-937.5,-899.658,-878.906
0.0013,-755.005,-689.697,-652.466,-580.444,-527.954,-639.038,-998.535,-863.037,-937.5,-957.031,-928.345,-907.593,-869.751
