0,-748.901,-722.046,-683.594,-623.779,-598.145,-550.537
5.00E-05,-741.577,-717.773,-682.373,-626.221,-592.651,-551.758
1.00E-04,-743.408,-720.215,-681.763,-627.441,-589.6,-556.641
1.50E-04,-747.681,-714.111,-676.88,-629.883,-592.041,-554.81
2.00E-04,-743.408,-714.111,-675.659,-632.935,-601.196,-558.472
2.50E-04,-741.577,-715.942,-676.27,-632.935,-596.924,-551.758
3.00E-04,-749.512,-725.098,-679.321,-634.766,-598.755,-553.589
3.50E-04,-745.239,-715.942,-682.373,-632.935,-589.6,-557.251
4.00E-04,-750.122,-708.618,-676.88,-628.662,-592.041,-548.096
4.50E-04,-753.174,-712.891,-680.542,-627.441,-593.262,-551.758
5.00E-04,-745.239,-715.332,-681.763,-635.376,-594.482,-550.537
5.50E-04,-753.174,-711.06,-683.594,-626.831,-593.872,-554.199
6.00E-04,-749.512,-715.332,-681.152,-632.324,-590.82,-551.758
6.50E-04,-745.85,-715.942,-683.594,-625.61,-600.586,-552.979
7.00E-04,-742.188,-714.111,-679.932,-632.324,-590.21,-556.03
7.50E-04,-748.291,-714.111,-671.997,-636.597,-592.651,-555.42
8.00E-04,-745.85,-720.825,-683.594,-636.597,-595.703,-551.147
8.50E-04,-750.122,-714.111,-681.763,-635.986,-592.041,-556.641
9.00E-04,-743.408,-713.501,-681.763,-625,-597.534,-563.354
9.50E-04,-752.563,-707.397,-679.321,-633.545,-596.313,-562.744
0.001,-748.291,-720.215,-670.166,-631.104,-595.703,-553.589
0.00105,-753.784,-718.384,-681.763,-632.324,-592.651,-559.082
0.0011,-750.732,-719.604,-679.932,-626.831,-588.379,-557.861
0.00115,-743.408,-723.267,-680.542,-637.817,-599.976,-556.03
0.0012,-750.732,-718.994,-680.542,-626.831,-602.417,-554.199
0.00125,-745.239,-712.28,-679.321,-627.441,-590.21,-549.927
0.0013,-750.122,-713.501,-681.152,-621.948,-588.379,-560.913
0.00135,-756.226,-712.28,-679.932,-632.935,-587.158,-553.589
0.0014,-748.901,-709.229,-678.101,-631.714,-593.262,-552.979
0.00145,-750.732,-708.618,-682.983,-630.493,-595.093,-562.134
0.0015,-753.174,-717.163,-676.27,-631.714,-590.82,-552.368
0.00155,-757.446,-715.332,-677.49,-628.052,-592.651,-561.523
0.0016,-754.395,-712.891,-680.542,-629.272,-585.938,-555.42
0.00165,-747.681,-718.994,-687.256,-628.662,-585.327,-554.199
0.0017,-743.408,-726.318,-689.697,-623.779,-593.262,-549.927
0.00175,-753.174,-720.215,-682.983,-626.831,-594.482,-552.979
0.0018,-747.681,-717.163,-681.152,-627.441,-600.586,-556.641
