0,-454.102,-535.889,-655.518,-704.956,-633.545,-623.779,-614.014,-645.142,-628.052
5.00E-05,-462.036,-526.733,-646.973,-706.177,-637.817,-625,-615.234,-642.7,-637.207
1.00E-04,-454.712,-534.668,-653.687,-699.463,-646.973,-620.728,-610.352,-651.245,-628.052
1.50E-04,-457.764,-534.058,-647.583,-697.021,-633.545,-620.728,-610.962,-644.531,-644.531
2.00E-04,-455.933,-531.006,-649.414,-700.684,-648.804,-629.272,-611.572,-645.142,-645.752
2.50E-04,-450.439,-533.447,-651.245,-707.397,-640.869,-626.831,-615.234,-639.648,-619.507
3.00E-04,-457.153,-536.499,-651.245,-710.449,-639.038,-633.545,-610.962,-646.973,-636.597
3.50E-04,-459.595,-537.72,-651.855,-714.722,-642.7,-624.39,-612.183,-646.973,-630.493
4.00E-04,-460.205,-540.161,-641.479,-706.787,-642.7,-632.324,-604.858,-643.311,-629.272
4.50E-04,-462.646,-538.33,-655.518,-702.515,-640.869,-629.883,-610.962,-642.09,-627.441
5.00E-04,-454.102,-532.837,-637.817,-708.618,-647.583,-620.728,-612.793,-649.414,-630.493
5.50E-04,-463.257,-537.109,-640.869,-713.501,-642.09,-623.779,-607.91,-646.973,-631.714
6.00E-04,-466.309,-535.889,-649.414,-705.566,-641.479,-634.766,-607.3,-641.479,-632.935
6.50E-04,-472.412,-527.344,-654.907,-693.359,-646.973,-621.948,-617.065,-642.09,-632.324
7.00E-04,-467.529,-538.33,-647.583,-699.463,-640.869,-626.831,-610.962,-646.973,-635.986
7.50E-04,-454.712,-543.213,-648.804,-706.177,-640.259,-631.104,-615.845,-640.869,-634.766
8.00E-04,-458.984,-536.499,-650.024,-697.021,-640.869,-613.403,-621.338,-639.648,-630.493
8.50E-04,-466.919,-533.447,-651.245,-709.229,-634.155,-630.493,-618.896,-643.921,-626.831
9.00E-04,-455.933,-530.396,-658.569,-709.229,-643.921,-629.883,-613.403,-636.597,-627.441
9.50E-04,-463.867,-541.382,-646.973,-700.073,-649.414,-631.104,-618.286,-656.128,-624.39
0.001,-462.036,-538.33,-648.193,-703.735,-642.7,-634.766,-609.741,-651.855,-626.831
0.00105,-467.529,-534.058,-641.479,-700.684,-645.142,-639.038,-610.962,-648.804,-613.403
0.0011,-468.75,-531.006,-655.518,-712.891,-630.493,-631.104,-609.131,-651.855,-638.428
0.00115,-457.764,-540.161,-651.855,-706.787,-642.7,-639.038,-611.572,-643.921,-628.662
0.0012,-463.867,-534.058,-646.362,-709.839,-642.09,-627.441,-607.3,-658.569,-628.662
0.00125,-460.815,-534.058,-648.804,-700.073,-639.038,-628.662,-612.793,-653.076,-633.545
0.0013,-455.933,-535.278,-650.635,-703.125,-639.648,-635.986,-622.559,-646.362,-625
0.00135,-469.36,-537.109,-651.855,-704.956,-640.869,-639.648,-612.183,-642.09,-628.662
0.0014,-468.14,-541.992,-655.518,-710.449,-635.376,-641.479,-607.3,-645.752,-631.104
0.00145,-464.478,-540.771,-645.752,-698.853,-635.376,-637.817,-601.807,-653.687,-625
0.0015,-462.036,-530.396,-655.518,-700.684,-633.545,-631.104,-616.455,-656.128,-636.597
0.00155,-465.088,-534.668,-645.752,-706.787,-648.804,-635.376,-604.248,-654.907,-626.831
0.0016,-462.646,-538.33,-648.804,-708.008,-637.817,-629.272,-603.638,-639.038,-625.61
