0,-0.00305176,-0.0274658,-0.0244141,-0.0457764,-0.0305176,-0.0274658,-0.0518799,-0.0305176,-0.0213623,-0.0305176,-0.0274658,-0.0274658,-0.0396729,-0.012207,-0.0274658
5.00E-05,-0.0244141,-0.00915527,-0.0152588,-0.0183105,-0.0152588,-0.0335693,-0.0396729,-0.0305176,-0.0213623,-0.0183105,-0.0335693,-0.0274658,-0.0274658,-0.0335693,-0.00915527
1.00E-04,-0.0152588,-0.0244141,-0.0335693,-0.0244141,-0.0305176,-0.0183105,-0.0274658,-0.0305176,-0.012207,-0.0366211,-0.0183105,-0.0366211,-0.0396729,-0.00915527,-0.0183105
1.50E-04,-0.0183105,-0.0213623,-0.0152588,-0.0305176,-0.0152588,-0.0305176,-0.0335693,-0.0213623,-0.0213623,-0.0152588,-0.0335693,-0.012207,-0.0244141,-0.012207,-0.0152588
2.00E-04,-0.0335693,-0.0305176,-0.0274658,-0.0335693,-0.0213623,-0.0213623,-0.0183105,-0.0274658,-0.012207,-0.0305176,-0.0244141,-0.0152588,-0.0244141,-0.0152588,-0.0152588
2.50E-04,-0.0152588,-0.0274658,-0.0152588,-0.0183105,-0.012207,-0.0366211,-0.0488281,-0.0213623,-0.0183105,-0.0213623,-0.0396729,-0.0213623,-0.0335693,-0.0366211,-0.0152588
3.00E-04,-0.0305176,-0.0152588,-0.0213623,-0.0152588,-0.0213623,-0.0305176,-0.0396729,-0.0305176,-0.0183105,-0.0305176,-0.0152588,-0.0213623,-0.0335693,-0.0366211,-0.0213623
3.50E-04,-0.012207,-0.0274658,-0.0213623,-0.0244141,-0.0274658,-0.0183105,-0.0427246,-0.0183105,-0.0152588,-0.0305176,-0.0183105,-0.0335693,-0.0396729,-0.0183105,-0.0305176
4.00E-04,-0.0244141,-0.012207,-0.0183105,-0.0183105,-0.0152588,-0.0305176,-0.0274658,-0.0274658,-0.0183105,-0.0183105,-0.0274658,-0.0305176,-0.0244141,-0.0335693,-0.012207
4.50E-04,-0.0183105,-0.0335693,-0.0244141,-0.0274658,-0.0244141,-0.0244141,-0.0244141,-0.012207,-0.0152588,-0.0244141,-0.012207,-0.0305176,-0.0335693,-0.0305176,-0.0244141
5.00E-04,-0.0213623,-0.0213623,-0.0213623,0,-0.00915527,-0.0335693,-0.0396729,-0.012207,-0.0244141,-0.0183105,-0.0244141,-0.012207,-0.00915527,-0.0335693,-0.0213623
