0,-1248.17,-1266.48,-1293.33,-1314.7,-1340.33,-1356.81,-1364.14
5.00E-05,-1251.22,-1267.7,-1291.5,-1314.09,-1338.5,-1359.86,-1375.12
1.00E-04,-1249.39,-1264.04,-1290.89,-1314.7,-1331.18,-1345.21,-1368.41
1.50E-04,-1245.12,-1270.75,-1297,-1322.02,-1336.06,-1352.54,-1367.8
2.00E-04,-1251.83,-1264.65,-1301.88,-1312.87,-1334.23,-1356.2,-1357.42
2.50E-04,-1248.17,-1257.93,-1298.22,-1322.02,-1333.62,-1353.15,-1361.69
3.00E-04,-1254.88,-1256.71,-1285.4,-1307.98,-1328.74,-1351.93,-1365.97
3.50E-04,-1251.22,-1268.92,-1289.06,-1311.65,-1335.45,-1357.42,-1370.24
4.00E-04,-1247.56,-1268.92,-1293.33,-1323.24,-1340.33,-1352.54,-1356.2
4.50E-04,-1242.68,-1261.6,-1291.5,-1307.98,-1333.01,-1356.81,-1367.8
5.00E-04,-1249.39,-1268.92,-1297,-1312.87,-1333.01,-1353.76,-1373.9
5.50E-04,-1246.95,-1265.87,-1295.17,-1317.14,-1330.57,-1358.64,-1366.58
6.00E-04,-1246.34,-1267.7,-1295.17,-1321.41,-1337.89,-1358.64,-1358.03
6.50E-04,-1249.39,-1265.87,-1288.45,-1314.09,-1332.4,-1359.25,-1368.41
7.00E-04,-1244.51,-1262.21,-1293.95,-1317.14,-1333.62,-1365.36,-1371.46
7.50E-04,-1245.12,-1268.92,-1301.27,-1317.75,-1341.55,-1356.2,-1372.07
8.00E-04,-1245.73,-1258.54,-1289.67,-1317.14,-1338.5,-1356.2,-1367.19
8.50E-04,-1241.46,-1267.7,-1289.67,-1322.02,-1331.79,-1350.71,-1368.41
9.00E-04,-1248.17,-1264.65,-1291.5,-1317.14,-1340.33,-1347.05,-1369.02
9.50E-04,-1248.78,-1260.38,-1297.61,-1315.92,-1338.5,-1355.59,-1371.46
0.001,-1243.9,-1264.04,-1294.56,-1317.75,-1341.55,-1351.93,-1364.14
0.00105,-1244.51,-1264.65,-1290.28,-1317.14,-1333.62,-1359.25,-1371.46
0.0011,-1243.9,-1260.99,-1289.67,-1325.68,-1347.66,-1359.25,-1369.02
0.00115,-1247.56,-1262.21,-1296.39,-1326.9,-1333.62,-1351.93,-1368.41
0.0012,-1260.99,-1267.7,-1299.44,-1316.53,-1334.23,-1351.32,-1369.02
0.00125,-1248.17,-1266.48,-1289.67,-1315.92,-1335.45,-1356.2,-1364.14
0.0013,-1243.29,-1266.48,-1293.95,-1312.26,-1332.4,-1359.86,-1367.19
0.00135,-1256.71,-1267.7,-1279.3,-1320.19,-1341.55,-1352.54,-1370.24
0.0014,-1252.44,-1259.77,-1297,-1312.87,-1340.94,-1354.37,-1368.41
0.00145,-1251.83,-1267.09,-1299.44,-1314.7,-1336.06,-1354.37,-1361.08
0.0015,-1245.12,-1265.26,-1293.33,-1323.24,-1337.89,-1350.71,-1377.56
0.00155,-1247.56,-1275.63,-1299.44,-1317.14,-1331.18,-1354.37,-1367.8
0.0016,-1254.88,-1266.48,-1299.44,-1314.09,-1327.51,-1356.2,-1365.97
0.00165,-1238.4,-1266.48,-1292.72,-1321.41,-1329.35,-1352.54,-1370.24
0.0017,-1256.1,-1268.92,-1296.39,-1314.09,-1340.33,-1359.86,-1365.97
0.00175,-1246.34,-1268.31,-1289.06,-1318.97,-1328.13,-1351.32,-1364.75
0.0018,-1245.73,-1267.7,-1291.5,-1320.19,-1331.79,-1354.37,-1370.24
0.00185,-1246.95,-1265.87,-1293.95,-1315.31,-1333.62,-1356.2,-1366.58
0.0019,-1252.44,-1259.77,-1293.95,-1321.41,-1342.77,-1355.59,-1369.02
0.00195,-1252.44,-1275.02,-1293.33,-1322.02,-1332.4,-1348.88,-1356.2
0.002,-1246.34,-1262.21,-1293.95,-1327.51,-1336.06,-1353.76,-1363.53
0.00205,-1246.34,-1274.41,-1301.27,-1314.7,-1338.5,-1363.53,-1362.3
0.0021,-1250,-1270.14,-1300.05,-1315.92,-1335.45,-1349.49,-1371.46
0.00215,-1251.22,-1268.31,-1298.22,-1321.41,-1334.84,-1356.81,-1370.85
0.0022,-1248.78,-1268.31,-1293.95,-1327.51,-1337.28,-1351.93,-1367.8
0.00225,-1241.46,-1265.87,-1302.49,-1317.14,-1326.9,-1357.42,-1369.02
0.0023,-1248.78,-1266.48,-1284.79,-1319.58,-1337.89,-1352.54,-1372.68
0.00235,-1247.56,-1262.82,-1287.23,-1317.75,-1329.35,-1351.32,-1362.3
0.0024,-1250,-1262.21,-1293.95,-1316.53,-1334.23,-1359.86,-1372.07
0.00245,-1259.16,-1269.53,-1292.11,-1315.92,-1337.28,-1353.76,-1364.75
0.0025,-1252.44,-1264.04,-1295.78,-1322.63,-1341.55,-1350.1,-1362.3
0.00255,-1243.9,-1260.99,-1294.56,-1325.07,-1340.33,-1352.54,-1363.53
0.0026,-1252.44,-1265.87,-1294.56,-1321.41,-1341.55,-1351.32,-1371.46
0.00265,-1253.05,-1258.54,-1292.72,-1320.8,-1337.28,-1353.76,-1373.9
0.0027,-1242.07,-1264.04,-1294.56,-1317.75,-1340.33,-1353.76,-1367.19
0.00275,-1253.05,-1263.43,-1296.39,-1313.48,-1338.5,-1364.14,-1365.36
0.0028,-1249.39,-1264.04,-1300.66,-1320.19,-1343.99,-1359.25,-1372.68
0.00285,-1248.78,-1265.87,-1287.84,-1315.92,-1333.62,-1359.25,-1362.3
0.0029,-1252.44,-1273.19,-1291.5,-1312.87,-1328.74,-1351.93,-1359.86
0.00295,-1254.27,-1262.82,-1297,-1314.7,-1339.72,-1350.71,-1367.19
0.003,-1254.88,-1263.43,-1290.89,-1318.97,-1336.67,-1351.93,-1373.9
0.00305,-1243.9,-1269.53,-1300.66,-1320.19,-1331.18,-1348.27,-1363.53
0.0031,-1251.83,-1256.71,-1290.89,-1312.26,-1334.84,-1357.42,-1373.29
0.00315,-1246.95,-1267.7,-1300.66,-1320.19,-1337.89,-1367.8,-1364.14
0.0032,-1258.54,-1265.26,-1287.84,-1321.41,-1341.55,-1350.1,-1370.24
0.00325,-1243.9,-1262.21,-1294.56,-1317.75,-1342.16,-1355.59,-1364.75
0.0033,-1257.32,-1263.43,-1287.84,-1322.63,-1336.67,-1362.3,-1370.24
0.00335,-1248.17,-1271.36,-1292.11,-1314.7,-1337.28,-1361.08,-1368.41
0.0034,-1247.56,-1262.82,-1300.05,-1320.8,-1336.06,-1356.2,-1372.68
0.00345,-1251.83,-1270.75,-1298.22,-1320.8,-1331.79,-1356.81,-1363.53
0.0035,-1248.17,-1264.04,-1286.01,-1317.75,-1336.06,-1359.25,-1369.02
0.00355,-1253.66,-1259.77,-1296.39,-1322.02,-1333.01,-1354.37,-1369.02
0.0036,-1254.88,-1264.65,-1285.4,-1318.36,-1342.16,-1354.98,-1356.81
0.00365,-1251.22,-1270.14,-1295.78,-1319.58,-1337.28,-1348.27,-1369.63
0.0037,-1251.22,-1261.6,-1296.39,-1315.92,-1334.23,-1357.42,-1367.19
0.00375,-1242.07,-1263.43,-1291.5,-1317.14,-1341.55,-1349.49,-1367.19
0.0038,-1249.39,-1269.53,-1293.95,-1314.7,-1336.06,-1355.59,-1372.07
0.00385,-1253.05,-1265.26,-1289.06,-1325.68,-1334.23,-1355.59,-1369.02
0.0039,-1245.12,-1260.38,-1297,-1318.97,-1342.77,-1358.03,-1371.46
0.00395,-1246.34,-1257.93,-1300.05,-1318.97,-1331.79,-1354.37,-1366.58
0.004,-1246.95,-1275.63,-1294.56,-1312.26,-1338.5,-1358.03,-1372.07
0.00405,-1251.83,-1253.66,-1294.56,-1314.09,-1338.5,-1354.37,-1369.02
0.0041,-1250.61,-1259.16,-1296.39,-1321.41,-1337.28,-1354.37,-1369.63
0.00415,-1245.12,-1268.31,-1294.56,-1315.92,-1334.84,-1362.92,-1364.14
0.0042,-1245.73,-1262.21,-1292.11,-1320.19,-1339.11,-1352.54,-1362.3
0.00425,-1244.51,-1273.8,-1290.28,-1325.68,-1338.5,-1359.86,-1363.53
0.0043,-1247.56,-1264.65,-1291.5,-1316.53,-1334.84,-1356.81,-1359.25
0.00435,-1250.61,-1269.53,-1293.33,-1316.53,-1335.45,-1347.05,-1376.34
0.0044,-1251.83,-1262.21,-1297,-1316.53,-1337.89,-1359.25,-1368.41
0.00445,-1249.39,-1259.77,-1293.33,-1317.14,-1332.4,-1359.25,-1357.42
0.0045,-1245.12,-1267.7,-1296.39,-1319.58,-1335.45,-1364.75,-1359.86
0.00455,-1246.34,-1268.31,-1293.33,-1317.14,-1341.55,-1350.71,-1367.8
0.0046,-1253.66,-1267.09,-1301.27,-1324.46,-1334.23,-1357.42,-1370.24
